Time[s];bearing;ele;hdop;heading;lat;lon;speed [m/s];time;speed [km/h]
1;352.1;112.5;6.7;0;39.6328324;22.4139978;1;2023-02-15T14:38:01Z;3.6
2;;112.5;7.2;0;39.6328292;22.4140081;0;2023-02-15T14:38:02Z;0
3;;112.5;7.7;0;39.6328255;22.414017;0;2023-02-15T14:38:02Z;0
4;;112.5;7.7;0;39.6328234;22.4140224;0;2023-02-15T14:38:03Z;0
5;;112.5;8.6;0;39.6328277;22.4140432;0;2023-02-15T14:38:04Z;0
6;;112.5;9.9;0;39.6328315;22.4140493;0;2023-02-15T14:38:05Z;0
7;;112.5;10.4;0;39.6328329;22.4140499;0;2023-02-15T14:38:06Z;0
8;;112.5;10;0;39.6328334;22.4140505;0;2023-02-15T14:38:07Z;0
9;;112.5;9.4;0;39.6328334;22.4140496;0;2023-02-15T14:38:08Z;0
10;;112.5;9.2;0;39.6328331;22.4140468;;2023-02-15T14:38:09Z;0
11;;112.5;8.6;0;39.6328387;22.4140557;0;2023-02-15T14:38:09Z;0
12;;112.5;8.4;0;39.6328381;22.4140545;0;2023-02-15T14:38:10Z;0
13;;112.5;7.9;0;39.6328382;22.4140541;0;2023-02-15T14:38:11Z;0
14;;112.5;7.6;0;39.632838;22.4140527;0;2023-02-15T14:38:12Z;0
15;;112.5;6.8;0;39.6328296;22.4140236;0.1;2023-02-15T14:38:13Z;0.36
16;247.4;112.5;6;0;39.6328268;22.4140128;0.2;2023-02-15T14:38:14Z;0.72
17;258.4;112.5;5.6;0;39.6328269;22.4140117;0.1;2023-02-15T14:38:15Z;0.36
18;;112.5;5.5;0;39.6328272;22.4140127;0;2023-02-15T14:38:16Z;0
19;;112.5;5.1;0;39.6328273;22.414013;0;2023-02-15T14:38:17Z;0
20;;112.5;4.6;0;39.6328274;22.4140133;0;2023-02-15T14:38:18Z;0
21;;112.5;4.6;0;39.6328257;22.4140114;0.1;2023-02-15T14:38:19Z;0.36
22;42.3;112.5;4.6;0;39.6328285;22.4140146;0.3;2023-02-15T14:38:20Z;1.08
23;43.2;112.5;4.6;0;39.6328295;22.4140159;0.2;2023-02-15T14:38:21Z;0.72
24;45.7;112.5;4.6;0;39.6328299;22.4140167;0.2;2023-02-15T14:38:22Z;0.72
25;;112.5;4.7;0;39.6328284;22.414015;0;2023-02-15T14:38:23Z;0
26;;112.5;4.9;0;39.6328274;22.414014;0;2023-02-15T14:38:24Z;0
27;;112.5;5;0;39.6328272;22.4140137;0;2023-02-15T14:38:25Z;0
28;;112.5;5.2;0;39.6328271;22.4140135;0;2023-02-15T14:38:26Z;0
29;;112.5;5.5;0;39.6328259;22.4140123;0.1;2023-02-15T14:38:27Z;0.36
30;;112.5;5.7;0;39.6328254;22.414012;0.1;2023-02-15T14:38:28Z;0.36
31;;112.5;6.1;0;39.6328251;22.4140118;0;2023-02-15T14:38:29Z;0
32;;112.5;6.5;0;39.632825;22.4140119;0;2023-02-15T14:38:30Z;0
33;;112.5;6.6;0;39.632825;22.414012;0;2023-02-15T14:38:31Z;0
34;;112.5;7;0;39.6328249;22.414012;0;2023-02-15T14:38:32Z;0
35;;112.5;7.4;0;39.6328248;22.414012;0;2023-02-15T14:38:33Z;0
36;;112.5;7.6;0;39.6328247;22.4140119;0;2023-02-15T14:38:34Z;0
37;;112.5;7.7;0;39.6328249;22.4140123;0;2023-02-15T14:38:35Z;0
38;;112.5;7.8;0;39.6328251;22.4140126;0;2023-02-15T14:38:36Z;0
39;277.9;112.5;7.6;0;39.6328295;22.4140143;0.2;2023-02-15T14:38:37Z;0.72
40;236.9;112.5;7.3;0;39.6328326;22.4140201;0.4;2023-02-15T14:38:38Z;1.44
41;323.2;112.5;6.9;0;39.6328526;22.4140221;0.9;2023-02-15T14:38:39Z;3.24
42;338.1;112.5;6.7;0;39.6328659;22.41401;1.3;2023-02-15T14:38:40Z;4.68
43;6;112.5;6.6;0;39.632885;22.414018;2.4;2023-02-15T14:38:41Z;8.64
44;3.1;112.5;6.3;0;39.6329026;22.4140281;2.3;2023-02-15T14:38:42Z;8.28
45;9;112.5;6.8;0;39.6329166;22.4140303;2.2;2023-02-15T14:38:43Z;7.92
46;10.2;112.4;8.2;0;39.6329416;22.4140414;2.3;2023-02-15T14:38:44Z;8.28
47;10.8;112.4;8.6;0;39.6329524;22.4140463;2.3;2023-02-15T14:38:44Z;8.28
48;7.2;112.4;9.2;0;39.6329723;22.4140497;3.3;2023-02-15T14:38:45Z;11.88
49;6.7;112.4;9.9;0;39.6329915;22.4140519;3.7;2023-02-15T14:38:45Z;13.32
50;7.2;112.4;10.6;0;39.6330287;22.4140586;4.2;2023-02-15T14:38:46Z;15.12
51;9.8;112.4;11.4;0;39.6330362;22.4140698;4.3;2023-02-15T14:38:46Z;15.48
52;11.9;112.4;12.2;0;39.6330656;22.4140861;4.5;2023-02-15T14:38:47Z;16.2
53;11.7;112.4;12.9;0;39.6331061;22.4141116;4.6;2023-02-15T14:38:48Z;16.56
54;9.6;112.4;13;0;39.6331303;22.4141218;4.6;2023-02-15T14:38:48Z;16.56
55;9.4;112.4;12.8;0;39.6331559;22.4141341;4.7;2023-02-15T14:38:49Z;16.92
56;8.6;112.4;12.9;0;39.6331768;22.4141425;4.8;2023-02-15T14:38:49Z;17.28
57;6;112.4;13.1;0;39.6332272;22.4141517;4.9;2023-02-15T14:38:50Z;17.64
58;5.1;112.4;12.8;0;39.6332603;22.414156;4.7;2023-02-15T14:38:51Z;16.92
59;5.9;112.4;13.3;0;39.6332728;22.4141593;4.6;2023-02-15T14:38:51Z;16.56
60;7.3;112.4;14;0;39.6333052;22.4141669;4.4;2023-02-15T14:38:52Z;15.84
61;9.1;112.4;14.9;0;39.6333262;22.4141764;4.3;2023-02-15T14:38:52Z;15.48
62;10.6;112.4;15.6;0;39.6333562;22.4141877;4.3;2023-02-15T14:38:53Z;15.48
63;18.4;112.4;16.8;0;39.6333971;22.414215;4.2;2023-02-15T14:38:54Z;15.12
64;6.6;112.4;16.4;0;39.633402;22.4142138;3.3;2023-02-15T14:38:54Z;11.88
65;355.5;112.4;16.9;0;39.6334384;22.4142112;3.5;2023-02-15T14:38:55Z;12.6
66;352.6;112.4;17;0;39.6334717;22.4142002;3;2023-02-15T14:38:56Z;10.8
67;7.3;112.4;15.2;0;39.633503;22.4142045;3.4;2023-02-15T14:38:57Z;12.24
68;14.8;112.4;13.2;0;39.6335295;22.41422;2.3;2023-02-15T14:38:58Z;8.28
69;346.2;112.4;11.9;0;39.6335454;22.4142239;1.8;2023-02-15T14:38:59Z;6.48
70;355.4;112.4;11.5;0;39.6335547;22.4142075;1.3;2023-02-15T14:39:00Z;4.68
71;344.6;112.4;11.2;0;39.6335574;22.4141901;1.1;2023-02-15T14:39:01Z;3.96
72;331.5;112.4;10.8;0;39.6335646;22.4141687;0.9;2023-02-15T14:39:02Z;3.24
73;316.6;112.4;10.8;0;39.6335712;22.4141471;1.2;2023-02-15T14:39:03Z;4.32
74;301.4;112.4;10.6;0;39.6335756;22.414118;1.6;2023-02-15T14:39:04Z;5.76
75;295.3;112.4;10.6;0;39.6335802;22.414088;1.7;2023-02-15T14:39:05Z;6.12
76;290.6;112.4;10.5;0;39.6335829;22.4140599;1.6;2023-02-15T14:39:06Z;5.76
77;284.3;112.4;10.5;0;39.6335817;22.4140318;1.7;2023-02-15T14:39:07Z;6.12
78;277.9;112.4;10.4;0;39.6335788;22.4140042;1.8;2023-02-15T14:39:08Z;6.48
79;276;112.4;10.4;0;39.6335744;22.4139762;2;2023-02-15T14:39:09Z;7.2
80;275.6;112.4;10.6;0;39.6335678;22.4139453;2.5;2023-02-15T14:39:10Z;9
81;275.5;112.4;10.8;0;39.6335607;22.4139086;3;2023-02-15T14:39:11Z;10.8
82;276.2;112.4;11.1;0;39.6335551;22.4138722;2.8;2023-02-15T14:39:12Z;10.08
83;278.2;112.4;11.2;0;39.6335507;22.4138386;2.6;2023-02-15T14:39:13Z;9.36
84;281;112.4;11.4;0;39.6335479;22.4138065;2.6;2023-02-15T14:39:14Z;9.36
85;282.7;112.4;11.7;0;39.6335477;22.4137716;2.7;2023-02-15T14:39:15Z;9.72
86;279.6;112.4;11.8;0;39.6335443;22.4137405;2.6;2023-02-15T14:39:16Z;9.36
87;272.7;112.4;11.8;0;39.6335369;22.413713;2.5;2023-02-15T14:39:17Z;9
88;271.8;112.4;11.9;0;39.6335311;22.4136853;2.5;2023-02-15T14:39:18Z;9
89;269.8;112.4;11.8;0;39.6335242;22.4136566;2.6;2023-02-15T14:39:19Z;9.36
90;267.8;112.4;11.8;0;39.6335147;22.4136266;2.7;2023-02-15T14:39:20Z;9.72
91;267;112.4;11.6;0;39.6335063;22.4135976;2.6;2023-02-15T14:39:21Z;9.36
92;268.7;112.4;11.4;0;39.6335015;22.4135652;2.6;2023-02-15T14:39:22Z;9.36
93;270.9;112.4;11.4;0;39.6334979;22.4135332;2.6;2023-02-15T14:39:23Z;9.36
94;271.9;112.4;11.3;0;39.633494;22.4135061;2.4;2023-02-15T14:39:24Z;8.64
95;269.7;112.4;11.3;0;39.6334918;22.4134767;2.3;2023-02-15T14:39:25Z;8.28
96;262.3;112.4;11.4;0;39.6334844;22.4134466;2.2;2023-02-15T14:39:26Z;7.92
97;238.4;112.4;11.5;0;39.6334716;22.4134195;1.3;2023-02-15T14:39:27Z;4.68
98;237.7;112.4;11.8;0;39.6334598;22.4134039;1.1;2023-02-15T14:39:28Z;3.96
99;258.8;112.4;12.3;0;39.6334553;22.4133884;1;2023-02-15T14:39:29Z;3.6
100;286.9;112.4;12.4;0;39.6334606;22.4133734;1.1;2023-02-15T14:39:30Z;3.96
101;291.8;112.4;12.4;0;39.6334716;22.41336;0.9;2023-02-15T14:39:31Z;3.24
102;277.5;112.4;12.3;0;39.6334799;22.4133466;1;2023-02-15T14:39:32Z;3.6
103;272.3;112.2;12.1;0;39.6334854;22.413326;1;2023-02-15T14:39:33Z;3.6
104;283.4;112.2;12;0;39.6334868;22.413314;0.9;2023-02-15T14:39:34Z;3.24
105;284;112.2;11.7;0;39.6334852;22.4132986;1.2;2023-02-15T14:39:35Z;4.32
106;261;112.2;11.5;0;39.6334774;22.4132759;1.4;2023-02-15T14:39:36Z;5.04
107;259.6;112.2;11.3;0;39.6334682;22.4132537;1.2;2023-02-15T14:39:37Z;4.32
108;259;112.2;11.1;0;39.6334577;22.4132305;1.1;2023-02-15T14:39:38Z;3.96
109;257.7;112.2;11;0;39.6334528;22.4132196;1.1;2023-02-15T14:39:39Z;3.96
110;254;112.2;10.9;0;39.6334467;22.4132109;1.1;2023-02-15T14:39:40Z;3.96
111;249.6;112.2;10.7;0;39.6334414;22.4132073;1;2023-02-15T14:39:41Z;3.6
112;246.3;112.2;10.5;0;39.6334404;22.4132107;0.7;2023-02-15T14:39:42Z;2.52
113;;112.3;10.4;0;39.633443;22.4132206;0.1;2023-02-15T14:39:43Z;0.36
114;;112.3;10.4;0;39.6334432;22.4132211;0;2023-02-15T14:39:44Z;0
115;179.9;112.3;10.3;0;39.6333985;22.4132229;4.3;2023-02-15T14:39:45Z;15.48
116;182;112.3;10.3;0;39.6333543;22.4132233;5;2023-02-15T14:39:46Z;18
117;178.4;112.3;10.2;0;39.6333073;22.4132239;5.4;2023-02-15T14:39:47Z;19.44
118;178;112.3;10.2;0;39.6332508;22.4132273;6;2023-02-15T14:39:48Z;21.6
119;176.1;112.3;10.3;0;39.6331955;22.4132358;5.9;2023-02-15T14:39:49Z;21.24
120;179;112.3;10.3;0;39.6331294;22.4132398;6.6;2023-02-15T14:39:50Z;23.76
121;178.2;112.3;10.5;0;39.6330634;22.4132406;6.8;2023-02-15T14:39:51Z;24.48
122;178.6;112.3;10.6;0;39.6329993;22.4132403;6.8;2023-02-15T14:39:52Z;24.48
123;180.6;112.3;10.7;0;39.632937;22.4132351;6.4;2023-02-15T14:39:53Z;23.04
124;181.5;112.3;10.9;0;39.6328768;22.4132289;6.3;2023-02-15T14:39:54Z;22.68
125;181.8;112.3;11.2;0;39.6328204;22.4132245;6.2;2023-02-15T14:39:55Z;22.32
126;180.9;112.3;11.2;0;39.6327656;22.4132213;5.8;2023-02-15T14:39:56Z;20.88
127;182.4;112.3;11.2;0;39.6327108;22.4132194;5.8;2023-02-15T14:39:57Z;20.88
128;180.9;112.3;11.2;0;39.6326605;22.4132213;5.4;2023-02-15T14:39:58Z;19.44
129;178.6;112.3;11.1;0;39.6326128;22.4132242;5;2023-02-15T14:39:59Z;18
130;180.4;112.3;10.9;0;39.6325698;22.4132256;4.5;2023-02-15T14:40:00Z;16.2
131;179.6;112.3;10.9;0;39.63253;22.4132252;4.4;2023-02-15T14:40:01Z;15.84
132;179;112.3;10.6;0;39.6325025;22.4132255;3.7;2023-02-15T14:40:02Z;13.32
133;179.9;112.3;10.6;0;39.6324817;22.4132242;3.3;2023-02-15T14:40:03Z;11.88
134;179.8;112.3;10.4;0;39.6324617;22.4132228;2.4;2023-02-15T14:40:04Z;8.64
135;179.8;115.2;10.5;0;39.6324622;22.413222;2.3;2023-02-15T14:40:05Z;8.28
136;179.5;115.2;10.5;0;39.6324486;22.4132225;2.1;2023-02-15T14:40:05Z;7.56
137;173.4;115.2;10.6;0;39.6324287;22.4132261;2.4;2023-02-15T14:40:06Z;8.64
138;169.9;115.2;10.6;0;39.632411;22.4132336;2.9;2023-02-15T14:40:07Z;10.44
139;173.5;115.2;10.7;0;39.6323822;22.4132387;3;2023-02-15T14:40:08Z;10.8
140;177.9;115.2;10.7;0;39.6323533;22.4132401;2.9;2023-02-15T14:40:09Z;10.44
141;179.8;115.2;10.6;0;39.632322;22.4132406;3.1;2023-02-15T14:40:10Z;11.16
142;179.9;115.2;10.6;0;39.6322857;22.4132419;3.4;2023-02-15T14:40:11Z;12.24
143;180.8;115.2;10.6;0;39.632249;22.4132426;3.6;2023-02-15T14:40:12Z;12.96
144;182;115.2;10.6;0;39.6322121;22.4132425;3.4;2023-02-15T14:40:13Z;12.24
145;181.2;115.2;10.5;0;39.6321823;22.4132424;3.3;2023-02-15T14:40:14Z;11.88
146;184.7;115.2;10.5;0;39.6321514;22.41324;3.4;2023-02-15T14:40:15Z;12.24
147;193.2;115.2;10.4;0;39.6321197;22.413233;3.3;2023-02-15T14:40:16Z;11.88
148;208.7;115.2;10.4;0;39.6320891;22.4132172;3.2;2023-02-15T14:40:17Z;11.52
149;233.3;115.2;10.3;0;39.632063;22.4131911;3;2023-02-15T14:40:18Z;10.8
150;271.8;115.2;10.3;0;39.6320464;22.4131487;3.3;2023-02-15T14:40:19Z;11.88
151;281.5;115.2;10.2;0;39.6320421;22.4130948;4.2;2023-02-15T14:40:20Z;15.12
152;290.4;115.2;10.3;0;39.6320471;22.41303;4.9;2023-02-15T14:40:21Z;17.64
153;292.2;115.2;10.3;0;39.6320558;22.4129377;7.2;2023-02-15T14:40:22Z;25.92
154;288.1;115.2;10.3;0;39.6320652;22.4128215;7.9;2023-02-15T14:40:23Z;28.44
155;280.4;115.2;10.3;0;39.6320716;22.4127058;8.4;2023-02-15T14:40:24Z;30.24
156;278.5;115.2;10.4;0;39.6320757;22.4125869;8.8;2023-02-15T14:40:25Z;31.68
157;282.8;115.2;10.4;0;39.6320895;22.4124699;9;2023-02-15T14:40:26Z;32.4
158;285;115.2;10.3;0;39.6321079;22.4123606;9.4;2023-02-15T14:40:27Z;33.84
159;282.1;115.2;10.3;0;39.6321273;22.4122516;9.3;2023-02-15T14:40:28Z;33.48
160;282;115.2;10.3;0;39.6321366;22.4121469;9.1;2023-02-15T14:40:29Z;32.76
161;283;115.2;10.2;0;39.6321528;22.4120396;9.9;2023-02-15T14:40:30Z;35.64
162;285.9;115.2;10.2;0;39.6321753;22.4119296;10;2023-02-15T14:40:31Z;36
163;284.1;115.2;10.3;0;39.6322;22.4118154;10.1;2023-02-15T14:40:32Z;36.36
164;283.1;115.2;10.3;0;39.6322229;22.4116933;10.5;2023-02-15T14:40:33Z;37.8
